"id","name","hostid","hostname","neighbourhoodgroup","neighbourhood","latitude","longitude","roomtype","price","minimumnights","numberofreviews","lastreview","reviewspermonth","calculatedhostlistingscount","availability365"
16253413,"Private Bath, Cozy Sunset Terrace Room",36234811,"Anna","Queens","Arverne",40.58989,-73.79117,"Private room",69,1,25,"21/06/2019",0.81,4,156
13771885,"Sweet room in Brooklyn",47577415,"Marie And Alec","Brooklyn","Flatlands",40.62971,-73.93336,"Private room",45,1,9,"22/11/2017",0.26,1,189
13183826,"BROOKLYN ROOM",31628863,"Sasha","Brooklyn","Bensonhurst",40.60391,-73.99339,"Private room",80,2,7,"03/09/2018",0.23,1,0
22926871,"Navidad en Manhattan oportunidad bajaron precios!",34679426,"Isabel","Manhattan","Midtown",40.76482,-73.97965,"Private room",300,1,2,"02/04/2018",0.13,1,0
11284520,"Charming Pad in Prime Bushwick",4592263,"Natalie","Brooklyn","Bushwick",40.70192,-73.92464,"Private room",55,30,0,"", ,1,0
3199681,"Bright & Sunny FULLY FURNISHED Room",627678,"Nathan"," ","Forest Hills",40.73381,-73.85366,"Private room",50,7,2,"20/08/2018",0.15,1,140
7920170,"Sunny room in a contemporary modern apartment",36089884,"Adrian","Manhattan","Washington Heights",40.85597,-73.9333,"Private room",50,2,93,"05/06/2019",3.37,1,208
7808745,"Private Room in Shared Apartment",41106580,"Adam"," ","Kips Bay",40.74111,-73.97959,"Private room",70,7,0,"", ,1,0
3838416,"Beautiful Huge 2Br House w/Backyard",107340,"Eric","Brooklyn","Prospect-Lefferts Gardens",40.65806,-73.95815,"Entire home/apt",225,4,3,"19/10/2014",0.05,1,0
26109380,"Amazing large studio apartment in Harlem!",4426065,"Lynn","Manhattan","Harlem",40.80799,-73.94158,"Entire home/apt",100,7,1,"24/07/2018",0.09,1,26
31965215,"Cozy studio in East New York",27867038,"L","Brooklyn","East New York",40.67695,-73.87402,"Entire home/apt",62,1,11,"22/06/2019",3.11,1,351
26155827,"Greenpoint room",5213686,"Charlotte","Brooklyn","Greenpoint",40.73442,-73.95854,"Private room",70,5,2,"09/08/2018",0.16,1,0
8719522,"Charming Upper East Side apt",2610741,"Olivia","Manhattan","Upper East Side",40.775,-73.95071,"Entire home/apt", ,2,26,"01/07/2019",0.58,1,42
25774787,"Cozy & Chic 1 Bedroom, Upper East Side, Manhattan",61981690,"Roseanne"," ","Upper East Side",40.7752,-73.95572,"Entire home/apt",189,5,18,"03/07/2019",1.4,1,21
5641857,"New York City Historical Brownstone First Floor.",8000315,"Naima","Manhattan","Harlem",40.8215,-73.95006,"Entire home/apt",100,2,243,"28/06/2019",4.65,2,250
27368990,"Sophisticated 1BR in Midtown East by Sonder",12243051,"Sonder","Manhattan","Midtown",40.7482,-73.98776,"Entire home/apt",287,29,0,"", ,96,218
2000156,"Nice & cozy -  15min to Times Square-",3767367,"Regina","Manhattan","Upper East Side",40.7838,-73.9482,"Private room",90,3,97,"01/07/2019",2.39,3,332
31418014,"Interior Designer’s Lovely 1BR Flat (+Balcony!)",5637331,"Amit & Sofie"," ","Upper East Side",40.7627,-73.96422,"Entire home/apt",140,6,1,"14/04/2019",0.35,2,0
30155455,"Manhattan apt in the best part of NYC",53887230,"Danielle","Manhattan","Washington Heights",40.85042,-73.93649,"Entire home/apt",120,5,1,"05/01/2019",0.16,1,231
35681112,"Old world oasis of calm nestled in a vibrant hood",4363908,"James Abordo", ,"Bedford-Stuyvesant",40.68479,-73.94416,"Private room",75,2,0,"", ,1,14
4026150,"Personal, Private and Pretty NYC Apartment",16514175,"Karen","Queens","Elmhurst",40.74561,-73.88514,"Entire home/apt",78,2,133,"23/06/2019",2.26,5,107
12681730,"Sunny, Chelsea Manhattan apartment",12534916,"Jonathan","Manhattan","Chelsea",40.74187,-74.00175,"Private room", ,2,0,"", ,1,0
33446054,"Cozy&Charming NYC style apt in the heart of SoHo",251966476,"Alex","Manhattan","Nolita",40.72394,-73.99583,"Entire home/apt",240,1,19,"04/07/2019",6.13,1,121
4512045,"Beautiful Exposed Brick Studio Loft",13282162,"Manuel","Manhattan","Upper West Side",40.78294,-73.98474,"Entire home/apt",148,3,35,"01/07/2019",0.63,1,207
6969011,"BIG Beautiful private bedroom, 5 minutes to subway",107016,"Grace", ,"Crown Heights",40.67618,-73.95133,"Private room",47,14,9,"04/04/2019",0.19,1,8
7799045,"Fabulous 2 bedroom apartment in Harlem",3467798,"Laila"," ","Harlem",40.80877,-73.94456,"Entire home/apt",173,30,12,"31/05/2019",0.28,2,194
31237303,"Worldclass Casa - Sun Rm - 5 min to JFK",115136074,"Tina","Queens","Springfield Gardens",40.68996,-73.74882,"Private room", ,2,6,"07/07/2019",1.01,3,85
13651334,"Beautiful and huge room.",810050,"Gladys","Manhattan","Harlem",40.82633,-73.94459,"Private room",60,1,1,"09/07/2016",0.03,1,157
20499229,"Big, sunny one bedroom in Crown Heights",9203654,"Ryan"," ","Crown Heights",40.67754,-73.94305,"Entire home/apt",140,3,0,"", ,1,0
30939313,"Funky sun-filled artist home near Fort Greene Park",129324501,"Šara","Brooklyn","Fort Greene",40.68908,-73.97309,"Entire home/apt", ,2,1,"20/06/2019",1,1,16
19322801,"Romantic art-filled apartment with private yard",21493738,"Natalie","Brooklyn","Crown Heights",40.67139,-73.94842,"Private room",85,3,0,"", ,2,0
9795890,"Room in a loft in Tribeca",23372553,"Valentine","Manhattan","Tribeca",40.71561,-74.00642,"Private room",75,1,1,"27/12/2015",0.02,1,0
16555921,"Quiet Private room Queens Nyc,Midtown 30 mins",109012504,"Rory","Queens","Maspeth",40.727,-73.88974,"Private room", ,3,1,"18/01/2017",0.03,1,0
18795447,"Large Private Room in Heart of Diversity.",89071431,"Ikello","Bronx","Mount Eden",40.84473,-73.91175,"Private room",55,2,112,"30/06/2019",4.65,1,271
13309259,"Cute 1 bdrm in shared crown heights apt w backyard",33386679,"Sarah","Brooklyn","Crown Heights",40.67512,-73.95248,"Private room",80,1,1,"26/06/2016",0.03,2,0
26280689,"Artistic Room in walking distance to Central Park",197579052,"Vlad","Manhattan","East Harlem",40.79778,-73.93921,"Private room",80,1,60,"07/07/2019",4.76,2,0
9133278,"This Empty Nest is the Best!",25459,"Christine","Manhattan","Harlem",40.82711,-73.93989,"Private room",41,1,124,"25/06/2019",2.78,2,37
14064701,"Courtyard duplex with piano, E Village / Union Sq",84441066,"Elizabeth"," ","East Village",40.73038,-73.98458,"Private room",170,5,22,"19/06/2019",0.61,1,143
13838042,"Modern Uptown NYC Getaway",57573249,"Kesina","Manhattan","Harlem",40.82636,-73.93867,"Entire home/apt",80,2,3,"27/11/2016",0.09,2,0
14115455,"Comfortable, Convenient in Central Park North Area",43268148,"Emme","Manhattan","Harlem",40.79862,-73.953,"Private room",96,2,0,"", ,1,0
29037483,"Bronx Suite",218840878,"Francisco","Bronx","Mott Haven",40.81017,-73.92266,"Private room",79,2,2,"02/01/2019",0.23,1,88
21088326,"Private Bedroom with Exposed Brick in Chinatown!",2749543,"Philip","Manhattan","Chinatown",40.71587,-73.9989,"Private room",100,2,1,"11/10/2017",0.05,1,0
19674542,"One-bedroom, two-bathroom apartment in Brooklyn.",138546022,"Nicholas","Brooklyn","Crown Heights",40.67466,-73.95163,"Private room", ,1,1,"08/07/2017",0.04,2,0
33710571,"Very huge apartment in the heart of Williamsburg.",217498918,"Mike","Brooklyn","Williamsburg",40.71072,-73.94207,"Entire home/apt",230,2,10,"24/06/2019",3.57,1,169
2485482,"Boutique Apt. NYC  by  24 HR Metro",12718658,"Ray","Queens","Jackson Heights",40.75484,-73.8764,"Shared room",75,2,0,"", ,1,0
28614344,"6MinTrainBackRoom/Maimonides-Lutheran industryCity",215884830,"Magdalena","Brooklyn","Sunset Park",40.65135,-74.00487,"Private room",55,1,18,"01/07/2019",1.87,4,161
28964166,"$ummer $ALE Williamsburg TownHouse -BEST Location!",218319766,"Ron And Irit","Brooklyn","Williamsburg",40.71741,-73.95656,"Entire home/apt",275,2,45,"30/06/2019",5.04,1,249
15657915,"Beautiful modern room in SoHo",1475812,"Ignani","Manhattan","Nolita",40.71995,-73.99461,"Private room",140,2,66,"31/05/2019",2.05,3,44
12205049,"2Story4Bedroom 2Full Bath New York Palace",65625445,"Tony","Queens","Rosedale",40.67112,-73.73529,"Entire home/apt",350,40,15,"05/07/2017",0.39,1,365
18985595,"BROOKLYN NOOK
Your home away from home",132435618,"Ayinde","Brooklyn","East New York",40.67061,-73.88004,"Entire home/apt",95,2,91,"23/06/2019",3.63,1,60
27936839,"Big & Sunny room w/toilet in Williamsburg",1472433,"Marcos","Brooklyn","Williamsburg",40.70698,-73.94295,"Private room",110,1,3,"11/06/2019",0.28,2,173
30462343,"⭐SPRING/SUMMER SALE- LARGE OUTDOOR PATIO⭐",216428022,"Frankie","Manhattan","Chelsea",40.74877,-73.99754,"Entire home/apt",299,2,10,"28/04/2019",1.46,1,271
6767047,"Bright Big Room With Fireplace",23582893,"Laramie","Brooklyn","Bushwick",40.69047,-73.91565,"Private room", ,21,24,"31/05/2019",0.49,8,114
6652353,"Bienvenue à NY - 2BDM with a view",7106617,"Nacer", ,"Upper West Side",40.79828,-73.97231,"Entire home/apt",150,5,6,"30/08/2016",0.12,1,0
12671359,"Charming 1BR Near Park & Metro!",24012333,"Alyss","Manhattan","Upper West Side",40.7842,-73.97467,"Entire home/apt",180,1,0,"", ,1,0
3779262,"BKLYN BROWNSTONE: The Stuyvesant",19382874,"Anthony/Joanne","Brooklyn","Bedford-Stuyvesant",40.6825,-73.92519,"Entire home/apt", ,3,135,"28/05/2019",2.27,2,206
31759545,"Hip-Beautiful Bushwick Room Close to L train (D)",238119405,"Julia","Brooklyn","Bushwick",40.68216,-73.90642,"Private room",48,1,4,"21/04/2019",0.73,5,166
33592086,"Huge Room For Rent Close to JFK and the Q train",197368927,"Cebile","Brooklyn","Sheepshead Bay",40.60898,-73.95341,"Private room",65,1,5,"06/07/2019",1.83,8,348
19359218,"Sunny Bedroom with Roof access in The East Village",66215286,"Sydnei","Manhattan","East Village",40.72686,-73.97864,"Private room",75,20,0,"", ,1,0
26351621,"Modern Home on the Park",4292600,"Owen","Brooklyn","Fort Greene",40.68803,-73.9733,"Entire home/apt",120,3,9,"14/06/2019",0.75,1,0
32342911,"3 bedroom apartment 10m away from Times Sq. 2C",190921808,"John","Manhattan","Hell's Kitchen",40.75572,-73.99509,"Entire home/apt", ,3,1,"12/03/2019",0.25,47,297
24178083,"Charming mezzanine bedroom near Prospect Park",179778880,"Marcus","Brooklyn","Sunset Park",40.66179,-73.99062,"Private room",45,2,37,"18/05/2019",2.61,2,308
32232908,"Urban Zen in the Heart of Williamsburg",29775337,"Amanda","Brooklyn","Williamsburg",40.7185,-73.95601,"Private room",150,2,7,"26/05/2019",1.48,1,20
26528837,"✨Cozy clean room, 5 min walk to subway(Line R/M)",199524563,"Bei","Queens","Rego Park",40.72608,-73.86233,"Private room",65,2,28,"28/05/2019",2.36,3,38
36066113,"Stylish  bedroom, two stops from Times Square! LIC",218986739,"Mary","Queens","Long Island City",40.74575,-73.9449,"Private room",79,1,0,"", ,2,346
20678811,"Flatbush Comfy Room (Rm# 2)",147972663,"Hyacinth","Brooklyn","East Flatbush",40.6485,-73.93855,"Private room",40,3,58,"12/06/2019",2.57,3,306
13099377,"1 Bedroom in Quiet Hamilton Heights Neighborhood.",43518492,"Angela","Manhattan","Harlem",40.82828,-73.94264,"Private room",130,3,3,"20/05/2019",0.1,1,0
35154253,"Peaceful East Village Apartment",46231814,"Amber","Manhattan","East Village",40.72612,-73.98946,"Private room", ,3,0,"", ,3,12
19546202,"Upper West Side One Bedroom Oasis",45488164,"Logan","Manhattan","Upper West Side",40.80179,-73.96872,"Entire home/apt",175,2,4,"01/07/2019",0.16,1,142
855206,"Bedroom with Private Bath and Roof",4467554,"Sunny","Manhattan","East Village",40.72957,-73.98406,"Private room", ,5,8,"05/11/2015",0.14,1,0
9710169,"Doorman 1 bedroom GYM Deck Luxury!5203",16098958,"Jeremy & Laura","Manhattan","Midtown",40.76601,-73.97789,"Entire home/apt",170,30,1,"14/05/2017",0.04,96,332
14316198,"Beautiful 1 bedroom in Brooklyn!!!!",72607058,"Madi","Brooklyn","Prospect-Lefferts Gardens",40.65656,-73.95572,"Entire home/apt",85,4,9,"27/08/2017",0.25,1,0
21868427,"Sleep on a Casper in the heart of Greenpoint",24559343,"Taeho","Brooklyn","Greenpoint",40.72133,-73.94903,"Entire home/apt",135,2,7,"26/05/2019",0.36,1,2
13480162,"Williamsburg 2 Bed/2 Bath, close Subway/Waterfront",77162743,"Bryan","Brooklyn","Williamsburg",40.71147,-73.95896,"Entire home/apt",250,2,6,"11/09/2016",0.16,1,0
4660633,"Quiet and cozy 2BR. Great location!",4517642,"Kali", ,"Morningside Heights",40.8104,-73.95977,"Entire home/apt",170,3,6,"23/05/2016",0.11,1,0
8609779,"Spacious Brooklyn Home Close to NYC",4586854,"Ajna","Brooklyn","Bedford-Stuyvesant",40.68552,-73.95328,"Entire home/apt",120,30,143,"16/04/2019",3.17,1,221
4700565,"Charming Bohemian Bushwick Apt",24298733,"Tuva","Brooklyn","Bushwick",40.69167,-73.92169,"Private room", ,4,1,"22/08/2015",0.02,2,0
9422573,"Private Light-Filled 2-Room Space",248490,"Leecia"," ","Bedford-Stuyvesant",40.68041,-73.93612,"Entire home/apt",100,3,83,"31/05/2019",1.9,2,224
17618772,"Entire Huge 1 bd Apartment, Brooklyn Living",10015020,"Jonathan", ,"Crown Heights",40.66391,-73.93551,"Entire home/apt", ,4,66,"03/06/2019",2.35,1,0
26949336,"Luxury loft 2bed 2bath Mulberry st",176971425,"Laura","Manhattan","Little Italy",40.71765,-73.99798,"Private room",140,31,0,"", ,1,83
24541153,"Summer escape in Brighton Beach",30895980,"Elena","Brooklyn","Brighton Beach",40.57644,-73.95551,"Entire home/apt",110,2,8,"17/05/2019",0.58,2,248
23749862,"Great Space Location Location Location",20447869,"Burton"," ","Kips Bay",40.74499,-73.97926,"Private room", ,5,1,"19/03/2018",0.06,2,0
26743617,"BRAND NEW LUXE 2BR/2 BA APARTMENT IN BUSHWICK",16713332,"Tabea"," ","Bushwick",40.69701,-73.93002,"Entire home/apt",100,12,1,"06/01/2019",0.16,2,0
34646805,"MODERN AND NEWLY 4 BEDS / 2 BATHS IN LUXURY BUILD.",233879443,"Kate","Brooklyn","Bushwick",40.6999,-73.92441,"Entire home/apt",300,4,2,"07/06/2019",1.4,1,355
24348078,"Large and bright room 15 min away from Manhattan",176427055,"Adam","Queens","Astoria",40.76649,-73.92643,"Private room",74,1,102,"07/07/2019",6.77,1,348
32671733,"Luxury studio close to central park",10219283,"Jasmine"," ","Hell's Kitchen",40.7718,-73.99421,"Entire home/apt", ,1,4,"23/06/2019",1.01,1,3
35490739,"Times Square Studio -- Central location yet quiet",206222230,"Neil","Manhattan","Theater District",40.7572,-73.98628,"Entire home/apt",180,10,1,"13/06/2019",1,1,17
7095888,"A Spacious & Homelike Brooklyn Stay",32252422,"Mckinley","Brooklyn","Canarsie",40.64796,-73.89176,"Entire home/apt",110,2,38,"06/07/2019",0.81,2,290
26473544,"Brooklyn Comfy Room--20 minutes to Manhattan",1004883,"Marisha","Brooklyn","Bushwick",40.6914,-73.90675,"Private room",75,4,4,"16/10/2018",0.36,2,364
30981245,"Huge Artistic Downtown Loft - Designer Furniture",17981316,"Kasra","Manhattan","Civic Center",40.71324,-73.99881,"Entire home/apt",410,3,0,"", ,1,18
35613104,"Queen Bed Artist Apt by Bushwick w/ Piano & Guitar",251969263,"Eunice","Queens","Ridgewood",40.70022,-73.89597,"Private room",54,1,0,"", ,2,29
33854066,"Birdman movie Room in Brooklyn.30 Min to Manhattan",255448841,"Andrey","Brooklyn","Bedford-Stuyvesant",40.68078,-73.91283,"Private room",55,1,15,"07/07/2019",5.49,3,20
17892835,"Comfy room seconds from 2,3,5 trains",25753120,"Aaron","Brooklyn","Crown Heights",40.67053,-73.94923,"Private room",40,5,0,"", ,2,0
4537297,"Rosa B Private Apartment! Quiet and Safe Area.",1509863,"Eddie"," ","Rego Park",40.72937,-73.86804,"Entire home/apt",40,7,53,"25/06/2019",0.94,1,10
13995350,"East Village Cozy Single Bed - Female Only",5822377,"Shunan","Manhattan","East Village",40.72608,-73.98798,"Shared room", ,1,1,"18/09/2016",0.03,2,0
32900798,"The Inspired Artist",21967943,"Elise","Brooklyn","Bushwick",40.7006,-73.93018,"Private room",95,1,6,"10/05/2019",1.58,1,0
22339218,"*Lp)  Amazing Private Room in Brooklyn",154258141,"Elsie","Brooklyn","Bushwick",40.68683,-73.91692,"Private room",60,2,41,"12/06/2019",2.46,10,362
904060,"Beautiful Modern apt in Brooklyn",4834187,"Howard","Brooklyn","Clinton Hill",40.68496,-73.96111,"Entire home/apt",165,4,37,"30/09/2018",0.47,1,343
8838513,"Room in colorful Bushwick SUPER close to subways!",1423123,"Gretchen","Brooklyn","Bedford-Stuyvesant",40.69937,-73.94447,"Private room",45,1,9,"06/03/2019",0.27,1,0
7221712,"Williamsburg, Brooklyn Artist Loft",92436,"Yasmin","Brooklyn","Williamsburg",40.70833,-73.9564,"Entire home/apt",86,7,1,"01/08/2015",0.02,1,0
19874046,"Kew Gardens, New York",55952349,"Umberto","Queens","Kew Gardens",40.70847,-73.82961,"Entire home/apt",150,6,3,"15/06/2019",0.12,1,36
29253322,"Female only, Private room,3 min walking to metro J",219930693,"Viktoriia","Queens","Woodhaven",40.69102,-73.86089,"Private room",90,2,11,"27/05/2019",1.24,2,89
5717674,"Welcome to Brooklyn!",29642992,"Annalyn","Brooklyn","Kensington",40.63694,-73.97487,"Private room",70,3,8,"18/10/2016",0.17,1,0
24452770,"Cozy Brooklyn Studio with lots of light",212420,"Armine"," ","Boerum Hill",40.68944,-73.98904,"Entire home/apt",125,3,3,"02/01/2019",0.21,1,0
1130680,"It's all about Bushwick BROOKLYN",55176,"Madison","Brooklyn","Bushwick",40.68767,-73.91261,"Entire home/apt", ,3,308,"05/07/2019",4.11,1,99
864981,"Cozy Room in Charming Brownstone",1650330,"Chandle","Brooklyn","Sunset Park",40.64902,-74.00897,"Private room",68,5,43,"26/05/2019",0.56,2,282
12254118,"Master Bedroom with Balcony in Soho",65979198,"Marc"," ","Nolita",40.72232,-73.99433,"Private room",109,7,3,"03/01/2017",0.09,1,0
24573069,"Quiet apt in the middle of St Marks (East Village)",65804,"Ahmad"," ","East Village",40.72957,-73.9882,"Entire home/apt",129,7,12,"16/06/2019",0.88,2,9
25552076,"Private Garden. Trendy Williamsburg location!",184009385,"Artem","Brooklyn","Williamsburg",40.7129,-73.94251,"Entire home/apt",170,2,47,"20/06/2019",3.7,2,57
9975425,"Most Colorful Hamilton Heights Home",4844390,"Jade","Manhattan","Harlem",40.82502,-73.95186,"Entire home/apt",110,5,9,"23/10/2017",0.22,1,0
7141549,"Sunny, beautiful and spacious room in Midtown",16396714,"Andrea","Manhattan","Kips Bay",40.74281,-73.97981,"Private room",120,7,11,"27/04/2019",0.32,3,2
25278711,"Stay in this cozy room in the center of NYC 21B1",190921808,"John","Manhattan","Hell's Kitchen",40.75541,-73.99502,"Private room",156,7,5,"06/06/2019",0.4,47,318
36041065,"Large bedroom with private bathroom is suit",225118276,"Alex And Mila","Brooklyn","Bedford-Stuyvesant",40.6838,-73.92854,"Private room",75,1,7,"06/07/2019",7,1,326
13936825,"Spacious master bedroom in Forest Hills",82857184,"Shlomit","Queens","Forest Hills",40.73096,-73.84924,"Private room", ,2,16,"01/01/2019",0.61,1,157
3737180,"Sanctuary Quiet Room in Apartment",19107278,"Jaime","Brooklyn","Bushwick",40.70033,-73.91197,"Private room",50,5,0,"", ,2,0
28033675,"Convenient, shared-studio in LIC/Sunnyside",5340329,"Cassidy","Queens","Sunnyside",40.74342,-73.91538,"Shared room",72,2,0,"", ,2,0
29654002,"Cozy  Studio with  River Views",223198779,"Juliet","Manhattan","East Harlem",40.79112,-73.93606,"Entire home/apt", ,5,20,"20/06/2019",2.43,1,56
26555338,"Immaculate and Spacious",20444038,"Debbie","Manhattan","Midtown",40.74624,-73.98255,"Entire home/apt", ,2,31,"23/06/2019",2.66,1,142
5084095,"Great 2 bedroom on The Upper East Side",1700398,"Vered","Manhattan","Upper East Side",40.77421,-73.95361,"Entire home/apt", ,4,0,"", ,1,0
16867729,"Apartment in Great Part of Brooklyn",105154603,"Samantha","Brooklyn","Gowanus",40.66948,-73.98976,"Private room",40,4,1,"28/02/2017",0.03,1,0
10520825,"1br Large furnished bedroom in cool Bushwick",54242258,"Steven","Brooklyn","Bushwick",40.70206,-73.92964,"Private room",48,1,1,"02/10/2016",0.03,1,0
35507424,"Spacious 1 Bedroom in the heart of Chelsea",229706010,"Tony","Manhattan","Chelsea",40.7428,-73.9956,"Entire home/apt",290,2,1,"14/06/2019",1,1,25
2123079,"Artist Loft Studio close to all",10577784,"Julian","Queens","Long Island City",40.76304,-73.92777,"Entire home/apt",120,3,80,"02/07/2019",1.74,2,69
8780378,"1 bedroom in large clean apt",2774528,"Andrew"," ","Bushwick",40.70021,-73.92241,"Private room",60,3,1,"14/10/2015",0.02,1,0
8000716,"luxury 1 bedroom apartment  midtown Manhattan",3348610,"Ronnie","Manhattan","Chelsea",40.75014,-73.99069,"Entire home/apt",250,6,17,"16/06/2019",0.37,1,0
1806378,"Mayor's Mansion - Fort Greene",1929442,"Claudia And Leo","Brooklyn","Fort Greene",40.68585,-73.97016,"Entire home/apt", ,4,134,"02/07/2019",1.95,1,222
16131672,"Luxury 3 bedroom apartment on the Upper East Side",105225099,"Christina","Manhattan","Upper East Side",40.7687,-73.95596,"Entire home/apt",500,2,1,"29/12/2016",0.03,1,0
24266273,"Cozy Private Room in Downtown Flushing法拉盛中心私人房间",181710793,"Michelle & Evelyn","Queens","Flushing",40.76525,-73.83055,"Private room",45,1,101,"07/07/2019",7.03,3,33
21816522,"Cozy Private Room in Upper Manhattan",39739038,"Stephanie", ,"East Harlem",40.79741,-73.93493,"Private room", ,1,3,"19/09/2018",0.22,2,179
36315612,"Convenient Midtown 1BR w/ Gym, W/D, Doorman, Baclony, by Blueground",107434423,"Blueground","Manhattan","Theater District",40.76111,-73.98511,"Entire home/apt",303,30,0,"", ,232,318
13961209,"Fort Greene Studio with gardened backyard",83183600,"Anthony","Brooklyn","Fort Greene",40.69626,-73.97276,"Entire home/apt",90,3,5,"05/09/2016",0.14,1,0
35864932,"Best Location in NYC | 2 Bedroom Gem!",268066785,"Yael & Graham"," ","Midtown",40.75549,-73.96938,"Entire home/apt",350,3,0,"", ,1,280
24732245,"Large room in 2BR apartment",158596887,"Gal","Brooklyn","Bushwick",40.7016,-73.91533,"Private room",40,2,3,"21/05/2018",0.21,2,0
34866737,"amazing 3 BR 1 Bath in Hanover sq.",115771987,"Yuki", ,"Financial District",40.7075,-74.00853,"Entire home/apt",196,30,0,"", ,6,222
12806177,"Acogedora  habitación en el corazón de Manhattan",66469868,"Zoraida","Manhattan","Washington Heights",40.83344,-73.94442,"Private room", ,2,46,"23/06/2019",1.2,1,72
34598389,"3Bdrm home w/Parking! 10min Manhattan,5min Airport",261028352,"Young","Queens","Woodside",40.74268,-73.90022,"Entire home/apt",146,2,7,"30/06/2019",5,2,89
21007181,"Brooklyn Two Bed with Private Garden",19202566,"Judith","Brooklyn","Greenpoint",40.7366,-73.95656,"Entire home/apt",225,4,0,"", ,1,159
1583111,"Modern Design in Sunny Duplex",4894525,"Am"," ","Crown Heights",40.68034,-73.9615,"Entire home/apt", ,3,9,"31/12/2018",0.19,1,0
35285031,"Luxury and stylish 2-BR condo clsoe to LGA Airport",187264773,"Mark","Queens","East Elmhurst",40.76011,-73.88833,"Entire home/apt",149,2,7,"01/07/2019",5.83,1,341
23630829,"Modern, Comfortable and Clean Bushwick Apartment",23220666,"Catherine","Brooklyn","Bushwick",40.69121,-73.92099,"Private room",65,2,9,"28/05/2018",0.56,1,0
24808312,"MARTIAL LOFT 3: REDEMPTION (upstairs, 3rd room)",15787004,"Martial Loft","Brooklyn","Bushwick",40.69501,-73.92296,"Private room", ,3,2,"24/10/2018",0.14,5,0
35247808,"Sunny 1 bedroom at EAST VILLAGE( L train -1st Ave)",48770990,"Viola","Manhattan","East Village",40.72993,-73.98319,"Private room",78,15,0,"", ,1,22
31123021,"Designer Artist Loft in Williamsburg",755603,"Laura","Brooklyn","Williamsburg",40.70904,-73.94574,"Entire home/apt",150,2,4,"16/06/2019",0.63,1,0
10065056,"Lovely West Village Studio",36905682,"Adrian"," ","West Village",40.73454,-74.00141,"Entire home/apt", ,1,0,"", ,1,0
21828071,"Sunny Brownstone Apartment in Brooklyn",9127501,"Elianna","Brooklyn","Crown Heights",40.67737,-73.94986,"Private room", ,3,0,"", ,1,115
35483304,"Chelsea Condo - Near Restaurants, Shops, & Trains!",74250362,"Molly","Manhattan","Chelsea",40.74509,-73.99135,"Entire home/apt",325,2,4,"28/06/2019",4,1,197
9881339,"light filled chic west village apt",23500650,"Victoria","Manhattan","West Village",40.7385,-74.00378,"Entire home/apt",200,1,0,"", ,1,0
219482,"A Cozy Brooklyn Hideaway",759583,"Pepe","Brooklyn","Clinton Hill",40.68275,-73.96148,"Entire home/apt",172,4,8,"14/10/2017",0.09,2,189
16377144,"Cozy 2Bedroom Apt. in Astoria",7310057,"Carl","Queens","Astoria",40.76793,-73.91918,"Entire home/apt",79,3,2,"01/01/2019",0.11,1,0
9230605,"Times Square",47985489,"Sam","Manhattan","Hell's Kitchen",40.76018,-73.98916,"Entire home/apt", ,2,5,"19/05/2016",0.11,1,0
18950091,"Big and Comfy in Crown Heights, Brooklyn",106351521,"Andrew","Brooklyn","Prospect-Lefferts Gardens",40.66268,-73.94963,"Private room",100,2,0,"", ,1,0
29074233,"A Cozy Beautiful  Brooklyn Overlooking Park space",49745989,"Meir","Brooklyn","Crown Heights",40.67175,-73.9436,"Entire home/apt",80,4,12,"04/07/2019",1.86,1,29
1941495,"Huge Garden Duplex, 20 min Manhattan!",1430695,"Julia, Anthony, Apollo & Atlas"," ","Bushwick",40.68626,-73.91324,"Entire home/apt",249,3,76,"05/07/2019",1.13,1,40
3601324,"7even Days Sleep Near Prospect Park",16834792,"Louis","Brooklyn","Crown Heights",40.66529,-73.9557,"Entire home/apt",130,5,150,"03/07/2019",2.48,2,309
31570303,"Worldclass Casa - JFK Master Suite w/ Prvt Bath",115136074,"Tina","Queens","Springfield Gardens",40.68955,-73.74867,"Private room",65,2,10,"18/06/2019",2.38,3,68
33263637,"Calm Comfortable Brooklyn Retreat",1760549,"Patrice"," ","Canarsie",40.63567,-73.91296,"Entire home/apt",120,2,11,"02/07/2019",4.12,1,52
14808561,"private cosy , clean 2  bedroom apt",15724675,"Juan", ,"Woodside",40.74185,-73.90684,"Private room",105,2,9,"14/08/2017",0.26,2,0
23642811,"Cozy 1 Bedroom on the Upper West Side",176964342,"Robert"," ","Upper West Side",40.7748,-73.97922,"Private room",120,2,4,"01/04/2018",0.24,1,0
9707671,"Cozy Apartment",14811787,"Will","Manhattan","Upper East Side",40.76675,-73.95144,"Private room",135,2,10,"01/07/2019",0.23,2,339
14140552,"Awesome 2bdr in the heart of the East Village",2928701,"Catalina"," ","East Village",40.72872,-73.98267,"Entire home/apt",295,7,12,"25/05/2019",0.78,2,128
36316944,"3Bed - Spanish Harlem Getaway 2 blocks to 1 train",167089974,"Elise","Manhattan","Harlem",40.81893,-73.95417,"Entire home/apt",202,3,0,"", ,1,205
10337217,"NYC Sweetheart Studio - Upper East",15310997,"Mor", ,"Upper East Side",40.77467,-73.95405,"Entire home/apt",100,30,7,"08/02/2019",0.21,9,331
